,City,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latitude,Longitude
204,Newton,300.0,400.0,400.0,400.0,300.0,400.0,400.0,300.0,400.0,400.0,300.0,400.0,400.0,400.0,41.0714,-74.80199
205,North Arlington,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,40.791895000000004,-74.13254
211,Northfield,300.0,400.0,400.0,400.0,300.0,400.0,500.0,500.0,500.0,500.0,400.0,500.0,500.0,400.0,39.370083,-74.55211
212,Northvale,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,41.009414,-73.94849
213,Norwood,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.994442,-73.95586
214,Nutley,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,500.0,500.0,40.8196,-74.15876999999999
215,Oakland,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,41.028884000000005,-74.23727
216,Oaklyn,200.0,300.0,200.0,100.0,300.0,200.0,300.0,200.0,200.0,300.0,200.0,200.0,300.0,200.0,39.908163,-75.08618
217,Ocean City,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,200.0,200.0,200.0,300.0,200.0,400.0,39.265371,-74.59380999999999
218,Ocean Gate,300.0,300.0,0.0,400.0,400.0,400.0,200.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,39.925301,-74.13488000000001
219,Oceanport,400.0,500.0,500.0,400.0,400.0,400.0,400.0,400.0,300.0,400.0,400.0,400.0,400.0,500.0,40.318115,-74.01239
220,Ogdensburg,500.0,500.0,500.0,400.0,500.0,400.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,41.080065999999995,-74.5972
221,Old Bridge,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,40.397507,-74.3298
223,Oradell,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.953126,-74.03379
224,Orange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7683,-74.23603
225,Oxford,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.815107,-74.96802
226,Palisades Park,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.845742,-73.99479000000001
227,Palmyra,300.0,300.0,200.0,100.0,200.0,300.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,40.00278,-75.02626
228,Paramus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,40.947107,-74.07047
229,Park Ridge,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,41.034672,-74.04065
230,Passaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,200.0,200.0,200.0,40.857384,-74.12899
231,Paterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.912198,-74.16863000000001
232,Paulsboro,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,39.833156,-75.23773
234,Pemberton,200.0,100.0,200.0,300.0,400.0,200.0,0.0,100.0,200.0,400.0,300.0,100.0,100.0,200.0,39.961183,-74.66266
235,Pennington,500.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.32315,-74.78364
236,Penns Grove,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,100.0,0.0,0.0,0.0,39.712593,-75.46906
237,Pennsauken,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,200.0,39.966812,-75.05681
238,Pennsville,300.0,300.0,300.0,300.0,200.0,200.0,100.0,200.0,300.0,300.0,400.0,400.0,400.0,400.0,39.645377,-75.51923000000001
239,Perth Amboy,200.0,100.0,200.0,200.0,200.0,200.0,200.0,100.0,200.0,200.0,200.0,300.0,300.0,300.0,40.520105,-74.27708
240,Phillipsburg,300.0,200.0,300.0,300.0,100.0,200.0,200.0,200.0,200.0,200.0,300.0,300.0,200.0,200.0,40.689122999999995,-75.17243
241,Pine Beach,400.0,400.0,400.0,400.0,500.0,400.0,200.0,400.0,500.0,500.0,500.0,500.0,500.0,400.0,39.934318,-74.16773
243,Pitman,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,39.730964,-75.13009
244,Plainfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,200.0,40.620102,-74.42481
245,Pleasantville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,39.394616,-74.52212
246,Point Pleasant Beach,200.0,100.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0,300.0,200.0,300.0,400.0,400.0,40.081165000000006,-74.06003
248,Pompton Lakes,400.0,500.0,400.0,500.0,400.0,400.0,400.0,400.0,400.0,500.0,400.0,500.0,400.0,400.0,40.99948,-74.28806999999999
249,Princeton,200.0,300.0,300.0,300.0,300.0,300.0,300.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,40.357439,-74.64922
251,Rahway,200.0,200.0,200.0,200.0,200.0,300.0,200.0,300.0,300.0,400.0,300.0,400.0,400.0,400.0,40.607103,-74.28099
252,Ramsey,500.0,400.0,400.0,400.0,500.0,500.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,500.0,41.058819,-74.14238
253,Raritan,300.0,300.0,400.0,300.0,300.0,300.0,400.0,300.0,400.0,400.0,300.0,400.0,500.0,500.0,40.571302,-74.6374
254,Red Bank,300.0,100.0,200.0,100.0,300.0,100.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,400.0,40.352953,-74.07703000000001
255,Ridgefield,500.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.832421000000004,-74.00399
256,Ridgefield Park,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,400.0,400.0,500.0,40.856749,-74.02278000000001
257,Ridgewood,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.983996999999995,-74.11438000000001
258,Ringwood,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,41.096095,-74.26012
259,River Edge,400.0,400.0,500.0,400.0,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,40.927578999999994,-74.03739
261,Riverdale,300.0,300.0,200.0,200.0,300.0,300.0,100.0,300.0,200.0,300.0,300.0,300.0,400.0,400.0,40.990032,-74.31023
262,Riverton,300.0,500.0,400.0,300.0,200.0,300.0,300.0,400.0,200.0,500.0,400.0,400.0,400.0,400.0,39.862433,-74.72507900000001
264,Rochelle Park,400.0,400.0,400.0,400.0,500.0,400.0,400.0,400.0,500.0,400.0,400.0,400.0,400.0,400.0,40.906553,-74.07797
265,Rockaway,400.0,400.0,500.0,500.0,500.0,400.0,500.0,400.0,400.0,500.0,500.0,400.0,400.0,500.0,40.926798,-74.50624
267,Roseland,400.0,500.0,500.0,500.0,500.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,400.0,500.0,40.821799,-74.30476999999999
268,Roselle,200.0,200.0,200.0,100.0,200.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,400.0,40.653502,-74.26058
269,Roselle Park,300.0,400.0,300.0,300.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,400.0,500.0,500.0,40.665552000000005,-74.26768
270,Rumson,500.0,400.0,500.0,500.0,500.0,500.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,40.369145,-73.99576
271,Runnemede,200.0,100.0,100.0,100.0,200.0,100.0,100.0,200.0,300.0,100.0,200.0,100.0,300.0,300.0,39.850013,-75.0767
272,Rutherford,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,40.828922,-74.11064
273,Saddle Brook,300.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,300.0,400.0,400.0,400.0,500.0,40.904131,-74.09474
274,Saddle River,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,500.0,400.0,500.0,500.0,500.0,41.054567999999996,-74.09616
275,Salem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.549912,-75.43943
276,Sayreville,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,40.430006,-74.417344
277,Scotch Plains,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,500.0,400.0,500.0,500.0,500.0,500.0,40.637152,-74.37493
279,Sea Girt,400.0,300.0,300.0,300.0,300.0,300.0,200.0,300.0,400.0,400.0,400.0,400.0,500.0,300.0,40.133753999999996,-74.04123
280,Sea Isle City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.145755,-74.69865
281,Seaside Heights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.948518,-74.0759
282,Seaside Park,200.0,200.0,300.0,200.0,300.0,200.0,0.0,0.0,300.0,200.0,300.0,400.0,200.0,400.0,39.920268,-74.07967
283,Secaucus,200.0,100.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,40.7885,-74.06
285,Shrewsbury,300.0,300.0,400.0,300.0,300.0,300.0,200.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,40.329128000000004,-74.06315
286,Somerdale,200.0,100.0,200.0,100.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,200.0,39.842613,-75.02496
287,Somers Point,200.0,200.0,200.0,100.0,200.0,100.0,100.0,200.0,200.0,200.0,300.0,200.0,300.0,300.0,39.319901,-74.5999
288,Somerville,300.0,300.0,300.0,300.0,400.0,400.0,300.0,300.0,400.0,300.0,400.0,300.0,400.0,400.0,40.545853,-74.63592
289,South Amboy,300.0,300.0,300.0,300.0,400.0,400.0,400.0,300.0,400.0,400.0,400.0,400.0,500.0,400.0,40.469606,-74.27669
290,South Bound Brook,500.0,500.0,500.0,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,400.0,500.0,400.0,40.553803,-74.52976
291,South Orange,0.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,300.0,400.0,300.0,300.0,300.0,400.0,40.74765,-74.25881
292,South Plainfield,300.0,300.0,300.0,300.0,400.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,40.580703,-74.41401
293,South River,400.0,400.0,400.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,40.445006,-74.38179000000001
295,Spotswood,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,40.39159,-74.39329000000001
296,Spring Lake,400.0,400.0,300.0,300.0,400.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,40.153024,-74.03372
298,Springfield,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,500.0,500.0,40.701801,-74.32216
299,Stanhope,400.0,300.0,400.0,300.0,400.0,400.0,500.0,400.0,500.0,400.0,400.0,300.0,400.0,500.0,40.917054,-74.71053
300,Stone Harbor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.051289000000004,-74.76204
301,Stratford,300.0,200.0,200.0,200.0,300.0,300.0,200.0,300.0,400.0,300.0,400.0,300.0,400.0,400.0,39.829014,-75.01371
302,Summit,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.714501,-74.3633
304,Swedesboro,300.0,200.0,200.0,200.0,500.0,500.0,400.0,400.0,400.0,400.0,400.0,300.0,500.0,500.0,39.753088,-75.32687
305,Teaneck,300.0,400.0,400.0,300.0,400.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,40.890964000000004,-74.01115
306,Tenafly,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.921690000000005,-73.96481999999999
308,Toms River,500.0,300.0,300.0,300.0,300.0,300.0,200.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,39.974584,-74.15141
309,Totowa,300.0,300.0,300.0,200.0,300.0,300.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,41.011428,-74.304793
310,Trenton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.280530999999996,-74.712018
311,Tuckerton,300.0,400.0,400.0,400.0,400.0,300.0,300.0,500.0,400.0,400.0,500.0,400.0,400.0,400.0,39.59899,-74.36573
313,Union City,100.0,100.0,100.0,100.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,40.767751000000004,-74.0302
314,Union,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,40.695401000000004,-74.26933000000001
316,Ventnor City,300.0,300.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,100.0,300.0,200.0,39.342299,-74.48192
317,Verona,400.0,400.0,400.0,400.0,400.0,500.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,40.832449,-74.24226999999999
318,Vineland,0.0,0.0,0.0,0.0,0.0,100.0,500.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,39.492265,-75.01886999999999
319,Voorhees,300.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,400.0,500.0,300.0,300.0,300.0,400.0,39.851969,-74.96128
320,Waldwick,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,41.013109,-74.12231
321,Wallington,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,40.852931,-74.10925
322,Wanaque,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,41.052958000000004,-74.28236
323,Washington,400.0,300.0,200.0,300.0,500.0,400.0,400.0,500.0,500.0,300.0,400.0,400.0,400.0,500.0,40.753753,-74.99616999999999
325,Watchung,0.0,100.0,200.0,200.0,200.0,200.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40.641207,-74.44369499999999
326,Wayne,300.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,40.943608000000005,-74.25004
327,Wenonah,500.0,500.0,500.0,400.0,500.0,400.0,500.0,400.0,400.0,500.0,400.0,500.0,500.0,400.0,39.799347,-75.15202
330,West Long Branch,200.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,40.289984999999994,-74.01671
331,West Milford,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,41.102569,-74.37047
332,West New York,200.0,200.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0,300.0,40.7895,-74.01223
333,West Orange,200.0,300.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,300.0,300.0,300.0,300.0,300.0,40.78865,-74.25541
336,Westfield,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.649202,-74.34567
337,Westville,200.0,200.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,300.0,300.0,100.0,300.0,39.861413,-75.13284
338,Westwood,400.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.99904,-74.03291
339,Wharton,400.0,400.0,400.0,300.0,400.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,40.913298,-74.58246
341,Wildwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.987556,-74.822
342,Wood Ridge,500.0,500.0,400.0,500.0,500.0,400.0,400.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.847638,-74.08754
343,Woodbine,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,39.275059000000006,-74.80041
344,Woodbridge,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,400.0,400.0,400.0,400.0,400.0,40.557103999999995,-74.28316
345,Woodbury,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,39.830313000000004,-75.13221
346,Woodbury Heights,200.0,200.0,300.0,100.0,200.0,200.0,200.0,200.0,300.0,300.0,300.0,300.0,300.0,400.0,39.816063,-75.15321
347,Woodcliff Lake,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,400.0,500.0,500.0,500.0,500.0,500.0,41.025101,-74.059762
350,Woodstown,400.0,400.0,200.0,300.0,400.0,400.0,300.0,400.0,300.0,300.0,300.0,400.0,400.0,400.0,39.637838,-75.32396
351,Wyckoff,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,40.998583,-74.1671
